Sr_No,Location_Coordinates,Hospital_Name,Address_Original_First_Line,State,District,Pincode,Telephone,Website
181,NA,Jyothi Nursing Home,"Near Petrol Bunk, R. S. Road",Andhra Pradesh,Y.S.R.,516002,08562  246975,0
182,"18.000695, -76.8938358",Remedy Hospital,"D.No.3/221,Christian Lane,Near 7 Roads",Andhra Pradesh,Y.S.R.,516002,0,0
183,"13.0311046, 80.2720822",Sri Satya Sai Hospital,"6-880, Madras Road Sankarapuram",Andhra Pradesh,Y.S.R.,516002,08562  242729/274972  0,0
184,NA,Himalaya Multi Speciality Hospital,"D.No 1- 81/1, Teja Enclave, R.S.Road, Yerra Mukkapalli",Andhra Pradesh,Y.S.R.,516004,"08562  256100,256256",0
185,"17.7266953, 83.3054733",Usha Rani Nursing Home,"1/706 - 3, Dwarakanagar",Andhra Pradesh,Y.S.R.,516004,08562  245098,0
186,"13.9518505, 79.3492863",Vishnu Nursing Home,10/596 M. G. Road Rly. Kodur,Andhra Pradesh,Y.S.R.,516101,0,0
187,"14.1965314, 79.1563718",Sree Durgaa Nursing Home,Nagulamanu Street Rajampet Rajampet,Andhra Pradesh,Y.S.R.,516115,08565    241024,0
188,"14.2050808, 79.1549173",Sri Sai Nursing Home,"6/133, R S Road Rajampet Rajampet",Andhra Pradesh,Y.S.R.,516115,"08565    250636, 250470",0
189,NA,Our Lady Of Fatima Hospital,Porumamilla,Andhra Pradesh,Y.S.R.,516193,285244,0
190,"14.0585458, 78.7518863",Madhavi Nursing Home,"Harinatha Street, Rayachoty",Andhra Pradesh,Y.S.R.,516269,256466,0
191,NA,Raviteja Nursing Home,Rayachoti,Andhra Pradesh,Y.S.R.,516269,251310,0
192,"14.7491864, 78.5531577",Abhilash Netra Vidyasala,"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur",Andhra Pradesh,Y.S.R.,516360,08564    254157,0
193,"14.7500333, 78.5478809",B. G. R. Hospital,"Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,Y.S.R.,516360,243717,0
194,"14.7500333, 78.5478809",Bhavya Nursing Home,"Near Gabdhi Statue, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,516360,245533,0
195,"14.7491864, 78.5531577",Cnr Nursing Home,Gandhi Road Proddutur Proddatur 516360  Kadapa,Andhra Pradesh,Y.S.R.,516360,08564    251559,0
196,NA,Dr. S. V. R. Hospital,"3/1471, Opposite Super Bazar Road, Gandhi Road",Andhra Pradesh,Y.S.R.,516360,243377,0
197,NA,Jaya Vishnu Nursing Home,"5/1888, Geetha Ashramam Road",Andhra Pradesh,Y.S.R.,516360,0,0
198,"14.7528736, 78.5514834",Kalyana Chakravarthy Hospitals - Proddatur,"3 / 1467 , Holmespet , Proddatur",Andhra Pradesh,Y.S.R.,516360,0,0
199,"14.7512835, 78.5497493",Kathya Nursing Home,"8/399, Swayam Sevak Road, Proddatur",Andhra Pradesh,Y.S.R.,516360,251336,0
200,"26.1781993, 91.773379",Lakshmi Kishore Hospital,"No. 5/1895, Gandhi Road,Geetha Ashram Street",Andhra Pradesh,Y.S.R.,516360,08564 251904,0
201,NA,Latha Mutispeciality Hospital - Proddatur,"3 - 146 Holmespeta, Proddatur rict",Andhra Pradesh,Y.S.R.,516360,251874,0
202,"14.7491864, 78.5531577",Orthopaedic And Maternity Hospital,"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Andhra Pradesh,Y.S.R.,516360,0,0
203,NA,Prasad Nursing Home,Sreeramulapeta,Andhra Pradesh,Y.S.R.,516360,08564  251030 / 252040,0
204,"14.7500333, 78.5478809",Shree Veja Nursing Home,"8/700, OppositePosina Compound, Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,516360,08564  258074,0
205,"14.7500333, 78.5478809",Siva Nursing Home,"4/626,Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,516360,51075,0
206,NA,Sree Veja Nursing Home,"8/699, Gandhi Road",Andhra Pradesh,Y.S.R.,516360,08564 258074,0
207,NA,Sri Sai Hospitals,"3/1396, Homes Pet, Proddatur, Near Gandhi Statue,Proddatru Municipality",Andhra Pradesh,Y.S.R.,516360,08564  250480,0
208,NA,Sri Swarna Hospital,"3/1470, Opposite Care Diagnostics Centre, Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,Y.S.R.,516360,250747,0
209,"14.7600159, 78.5393058",Swarup Eye Hospital and Laser Center,T. B. Road,Andhra Pradesh,Y.S.R.,516360,0,0
210,"14.7491864, 78.5531577",Vaatsalya Hospital,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,Andhra Pradesh,Y.S.R.,516360,08564    251650,0
211,"14.7500333, 78.5478809",Vijaya Eye Hospital,"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,516360,0,0
212,NA,Dinesh Medical Centre,"Balarapuram, Pulivendula",Andhra Pradesh,Y.S.R.,516390,08568    286189,0
213,"14.7528736, 78.5514834",Nikhil Nursing Home,Holmespet Proddatur,Andhra Pradesh,Y.S.R.,516434,0,0
214,"14.686981, 78.3909238",Sree Tati Reddy Ramalinga Reddy Nursing Home,"17-48, Kapu Street, Jammalamadugu",Andhra Pradesh,Y.S.R.,516434,0,0
215,"14.6857186, 78.3909785",Sri Thati Reddy Ramalinga Reddy Nursing Home,"17/48, Kapu Street Jammalamadugu",Andhra Pradesh,Y.S.R.,516434,08560    270551,0
216,"14.8474197, 78.3899108",Venkata Sai Baradwaja Hospital,"M D O Office Road, Jammalamadugu",Andhra Pradesh,Y.S.R.,516434,0,0
217,"32.458567, 74.5000465",7 Star Superspeciality Hospital,"20-1-61, Opposite L. I. C. Building, Main Road",Andhra Pradesh,East Godavari,533001,0,0
218,"17.0769388, 82.1385327",Apollo Samudra Hospitals,"13-1-3, Main Road, Kakinada",Andhra Pradesh,East Godavari,533001,2345700 / 2345800,0
219,"16.9890648, 82.2474648",Bharani Hospital,Kakinada,Andhra Pradesh,East Godavari,533001,0884  2373223,0
220,"29.5160925, 74.5877445",Care Emergency Hospital,"Near Ii Town Police Station,Main Road.",Andhra Pradesh,East Godavari,533001,0,0
221,"16.9837142, 82.2404611",Christian Cancer Center,Kakinada,Andhra Pradesh,East Godavari,533001,0,0
222,,D V Raju Eye Hospital,P.R.College Road,Andhra Pradesh,East Godavari,533001,0,0
223,"16.9482342, 82.2528975",Haritha Hospitals,"P R College Road, Opp Govt Hospitals P R College Road Kakinada",Andhra Pradesh,East Godavari,533001,0884    2379292,0
224,"16.9890648, 82.2474648",Kakinada Nursing Home,Kakinada,Andhra Pradesh,East Godavari,533001,0,0
225,"17.0769388, 82.1385327",Life Line Emergency Hospital,"13-1-13, Main Road, Kakinada",Andhra Pradesh,East Godavari,533001,0,0
226,"16.9640729, 82.2329395",Raghava 24 Hrs Emergency Hospital,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,Andhra Pradesh,East Godavari,533001,0884    2375325,0
227,,Rajeswari Medicals,Rajeswai Medicals 50 Builiding Bhaskar Nagar Jn Kakinada-3,Andhra Pradesh,East Godavari,533001,2375081,0
228,,Ramya Hospitals,"# 9-11-130, Gandhi Nagar, Back Side Of Gandhi Statue",Andhra Pradesh,East Godavari,533001,0,0
229,"16.9482342, 82.2528975",Sai Sudha Hospital,"21-1-24,Jawahar Street,Shalypet",Andhra Pradesh,East Godavari,533001,2361155/2376634/2376635,0
230,,Sapthagiri Hospitals,"Jawahar Street,Salipeta",Andhra Pradesh,East Godavari,533001,0,0
231,"16.9558071, 82.2330899",Shravani Ent Hospital,"Dno:21-1-29, Jawahar St, Kakinada",Andhra Pradesh,East Godavari,533001,0,0
232,"16.954694, 82.2327304",Siddhartha Hospital,"34-1-20, Temple Street, rict East Godawari, Kakinada,",Andhra Pradesh,East Godavari,533001,0884  2368521,0
233,,Sree Bala Nursing Home Sree Bala Ent Care Centre,"12-2-24, Dantuvari Street,Behind Chandana Brothers",Andhra Pradesh,East Godavari,533001,0884  2385499,0
234,"16.9890648, 82.2474648",Sri Gowthami Nursing Home,"Nageswara Rao Street,Ramrao Pet,Kakinada",Andhra Pradesh,East Godavari,533001,0,0
235,"16.9510095, 82.2365598",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Andhra Pradesh,East Godavari,533001,"0884    2375091, 6455745",0
236,"16.9890648, 82.2474648",Sri Srinivasa Orthopaedic Centre and Nursing Home,"7-3-15 Prakash St, Ramarao Peta, Kakinada",Andhra Pradesh,East Godavari,533001,2376306,0
237,"17.0005383, 81.8040345",Srihitha Children Hospital,Rajahmundry,Andhra Pradesh,East Godavari,533001,0,0
238,,Vijaya Lakshmi Nursing Home,Kikinada,Andhra Pradesh,East Godavari,533001,2375881,0
239,"16.9639769, 82.2236918",Vijaya Nursing Home,Jawahar Street Kakinada Kakinada 533001  East Godavari,Andhra Pradesh,East Godavari,533001,"0884    2362770, 2368770, 2368771",0
240,"17.0005383, 81.8040345",Vishwanadha Eye and Maternity Hospital,Rajahmundry,Andhra Pradesh,East Godavari,533001,0,0
241,"34.1255413, 74.9442585",Bhanu Nursing Home and Eye Hospital,"Endowments Colony, 100 Building Centre Srinagar",Andhra Pradesh,East Godavari,533003,"0884  2368555,6698666  0",0
242,,Lifeline Emergency and Neuro Centre,"Nfcl Road, Nagamallithota Junction,",Andhra Pradesh,East Godavari,533003,0,0
243,"16.9754085, 82.2352397",Mother and Child Hospital,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Andhra Pradesh,East Godavari,533003,0,0
244,"16.9695602, 82.2388249",Nayana Eye Care,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Andhra Pradesh,East Godavari,533003,"0884    3299000, 6599000",0
245,"16.9506495, 82.2333585",Ramalingeswara Nursing Home,"Ganjamvari Street, Kakinada",Andhra Pradesh,East Godavari,533003,0,0
246,,Safe Emergency Hospital,"H.No.2-2-7, Usha Priya Complex Bhanugudi",Andhra Pradesh,East Godavari,533003,0,0
247,"16.9890648, 82.2474648",Saipriya Maternity Hospital,"Lig No.6,100 Building Complex Road, Kakinada",Andhra Pradesh,East Godavari,533003,2371457,0
248,,Srujana Multi Speciality Hospital,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari",Andhra Pradesh,East Godavari,533003,"2361669,",0
249,"16.9890648, 82.2474648",Kasturi Nursing Home,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Andhra Pradesh,East Godavari,533004,0,0
250,"12.6670587, 79.2782323",Poly Clinic and Hospital,"Gandhi Nagar, Gandhi Nagar",Andhra Pradesh,East Godavari,533004,0,0
251,"16.9890648, 82.2474648",Ravichandra Hospital,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Andhra Pradesh,East Godavari,533004,0884  2376549,0
252,"16.9663046, 82.2270885",Sanjivi Orthopaedic Hospital,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Andhra Pradesh,East Godavari,533004,"0884    2361626, 2386604, 6699788",0
253,"16.9890648, 82.2474648",Sri Sai Raghavendra Super Specialities Hospital,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Andhra Pradesh,East Godavari,533004,0,0
254,"16.9890648, 82.2474648",Sri Venkata Chalapathi Nursing Home,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Andhra Pradesh,East Godavari,533004,0,0
255,,Sri Venkateswara Medicare and Research Centre,"7-4-5, Seshasal Street,Ramaraopet,.",Andhra Pradesh,East Godavari,533004,0,0
256,"16.9890648, 82.2474648",Sri Venugopal Hospital,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Andhra Pradesh,East Godavari,533004,0,0
257,"16.9663046, 82.2270885",Sudha Urology And Andrology Hospital,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004,0884    2376333,0
258,"16.9607952, 82.2282795",Surya Global Hospitals,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004,"0884    2354900, 2354901, 2354902",0
259,"16.9663046, 82.2270885",Vasan Eye Care Hospital,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004,0884    3989000,0
260,,Sarvottam Healthcare Private Limited,"3-29, Sarpavaram Junction, Kankinada-533005",Andhra Pradesh,East Godavari,533005,0884  2382381,0
261,"16.9890648, 82.2474648",Srikiran Institute Of Ophthalmology,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Andhra Pradesh,East Godavari,533005,0884  2306301/ 300/ 121/ 333,0
262,,Surya Global Multispeciality and Cancer Reesearch Center,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",Andhra Pradesh,East Godavari,533005,2360660,0
263,"16.9967552, 82.2569717",Sushrutha Hospital,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Andhra Pradesh,East Godavari,533005,0,0
264,,Trust Hospital(A Unit Of Sarvottam Health Care),"3-29, Sarpavaram Junction Sarpavaram Junction",Andhra Pradesh,East Godavari,533005,"0884  2382381,2382382",0
265,"16.9523477, 82.1305609",Sri Srinivasa Nursing Home,Pedapudi,Andhra Pradesh,East Godavari,533006,0884  2312035,0
266,"17.3977354, 78.5095841",Abhay Nursing Home,"J N Road Ramalayam, Tilak Road",Andhra Pradesh,East Godavari,533101,0883  2461640,0
267,"17.0005383, 81.8040345",Aravindam Ortho and Physio Centre,"6-18-3, Kokkondavari Street, Rajahmundry",Andhra Pradesh,East Godavari,533101,0883    2425646,0
268,"16.9955344, 81.777335",Aruna Hospital and Poly Clinic,"Main Road,, Innespeta",Andhra Pradesh,East Godavari,533101,0,0
269,"17.0085074, 81.7903215",Bhaskara Raju Children Hospital,Prakash Nagar Rajahmundry,Andhra Pradesh,East Godavari,533101,2467423,0
270,,Life Emergency Hospital Private Limited,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",Andhra Pradesh,East Godavari,533101,0883 2421357,0
271,,S A I Orthopaedics Trauma and General Hospital,"Behind Nagadevi Theatre, Gondhkavarama",Andhra Pradesh,East Godavari,533101,0883  2470033,0
272,,Siddhartha Orthopedic Hospital and Poly Clinic,"Lakshmi Varapupeta, Devi Chowk",Andhra Pradesh,East Godavari,533101,0,0
273,"16.9955344, 81.777335",Sri Satya Nursing Home,"Innespt, Rajahmundry-1",Andhra Pradesh,East Godavari,533101,0,0
274,"11.0216153, 76.9512637",Sri Srinivasa Hospitals,"75-8-12, Gandhipuram-Ii",Andhra Pradesh,East Godavari,533101,0,0
275,"17.0005383, 81.8040345",Sri Venkateswara Hospitals,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Andhra Pradesh,East Godavari,533101,0,0
276,"17.025988, 81.785442",Abhaya Emergency Centre,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,533103,"0883    2461640, 2423208,",0
277,,Adarsh Hospital,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",Andhra Pradesh,East Godavari,533103,0,0
278,"17.0085074, 81.7903215",Alert Emergency Hospital,"# 74-11-7, Prakash Nagar, East Godavari rict",Andhra Pradesh,East Godavari,533103,0,0
279,"17.0068895, 81.7829842",Ammanna Memorial Murtys Neuro Super Speciality Ho,"D.No : 46-21-10, Danavaipeta, Rajahmundry",Andhra Pradesh,East Godavari,533103,0,0
280,,Apex Hospital - Rajamundry,"D.No:75-6-23, Prakash Nagar,, Opposite Indian Bank East Godavari,",Andhra Pradesh,East Godavari,533103,"0883    2439191, 2449191,",0
281,"16.9937064, 81.7762669",Aruna Hospital and Polyclinic,"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533103,0,0
282,"17.0112469, 81.7827774",Bharadwaja Heart and Maternity Centre,"75-8-12,Gandhipuram,Rajahmundry",Andhra Pradesh,East Godavari,533103,0,0
283,"17.048743, 81.799831",Bhavani Nursing Home,"Jayakrishnapuram, Rajahmundry",Andhra Pradesh,East Godavari,533103,0,0
284,,Bollineni Heart Centre Pvt Ltd,"#77-7-7/1,Seelam Nookaraju Complex,",Andhra Pradesh,East Godavari,533103,0883  2477779,0
285,"17.0096947, 81.7760339",Buddudu Orthopeadic Hospital,"Debichowk, Rajahmundry",Andhra Pradesh,East Godavari,533103,0883    2473603,0
286,,Chakradhar Hospitals,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",Andhra Pradesh,East Godavari,533103,0,0
287,"17.0068895, 81.7829842",Coastal Cardiac And Maternity Centre,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,533103,"0883    2441133, 2441134, 2470215",0
288,"17.0005383, 81.8040345",Geetha Mullapudi Sperspeciality Dental Hospital,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533103,2426775,0
289,"17.0085074, 81.7903215",Gowthami Nursing Home,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari",Andhra Pradesh,East Godavari,533103,0,0
290,"17.0085074, 81.7903215",Harsha Hospitals,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,533103,"0883    2469403, 2422864,",0
291,"17.0068375, 81.7875023",Kamalakar Hospital,"D. No.75-7-20, Near Prakash Nagar,Round Park,",Andhra Pradesh,East Godavari,533103,0883 2472999,0
292,"17.0112469, 81.7827774",Krishna Nursing Home,"Gandhipuram 3, Rajahmundry",Andhra Pradesh,East Godavari,533103,2467935,0
293,,Madhavi Nursing Home,"# 86-8-6Tilak Road,,.",Andhra Pradesh,East Godavari,533103,0883  2461666,0
294,,Neela Jear Hospital,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,533103,"0883    2469478, 2449673, 9700009108",0
295,"17.0068895, 81.7829842",Nest Hospital,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Andhra Pradesh,East Godavari,533103,0883  2433833,0
296,"17.0005383, 81.8040345",Netra Eye Care,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Andhra Pradesh,East Godavari,533103,0883 2464882,0
297,,Paramahansa Yogananda Netralaya,"Vemagiri, Kadiyam Road, East Godavari,",Andhra Pradesh,East Godavari,533103,0,0
298,,Pragati Super Speciality Hospital,"#75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",Andhra Pradesh,East Godavari,533103,0883  2440397/2437676,0
299,"17.0015368, 81.7899798",Prasanthi Nursing Home,"Syamala Nagar, Rajahmundry",Andhra Pradesh,East Godavari,533103,2469301,0
300,"11.021315, 76.970487",Raja Neuro And Multi Speciality Hospital Pvt Ltd,"76-4-7, Gandhipuram - 2",Andhra Pradesh,East Godavari,533103,0,0
301,"17.4404903, 78.4739384",Rajahmundry Orthopedic Hospital,"75-1-18, Prakash Nagar",Andhra Pradesh,East Godavari,533103,2468110,0
302,"17.0068895, 81.7829842",Ratna Orthopaedic Center,"Danavai Peta, Rajahmundry",Andhra Pradesh,East Godavari,533103,"0833  2445195,5569585",0
303,"17.0068895, 81.7829842",Sanjana Orthopaedic Hospital,"46-18-22, Opposite Idbi Bank, Danavaipeta",Andhra Pradesh,East Godavari,533103,2431455,0
304,,Soujanya Hospital,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",Andhra Pradesh,East Godavari,533103,0,0
305,"17.0068895, 81.7829842",Sreya Medical Speciality Centre,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Andhra Pradesh,East Godavari,533103,0,0
306,,Sri Aditya Hospital,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",Andhra Pradesh,East Godavari,533103,0883  2442283,0
307,,Sri Mani Orthopaedic Hospital,"76/1/8/1 Ganhdi Puram, Opp Feva",Andhra Pradesh,East Godavari,533103,0883  2468787,0
308,"17.0112469, 81.7827774",Sri Ramadas Hospitals,"# 78/8-7, Gandhipuram-3, Rajahmundry,",Andhra Pradesh,East Godavari,533103,0883  2472217,0
309,"17.0068895, 81.7829842","Sri Suguna Children,S Hospital","Danavaipet, Rajahmundry",Andhra Pradesh,East Godavari,533103,2446957,0
310,,Supraja Hospitals,"Opp: Manasa Hospital,Prakash Nagar,.",Andhra Pradesh,East Godavari,533103,0,0
311,"17.0068375, 81.7875023",Surya Hospital,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,533103,"0883    2468222, 2468224",0
312,"17.006802, 81.7830251",Swetha Hospitals - Rajahmundry,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,",Andhra Pradesh,East Godavari,533103,2465533,0
313,"17.0039159, 81.7948734",V.B. Chest Institute,"Tilak Road, Rajahmundry",Andhra Pradesh,East Godavari,533103,0,0
314,,Vasan Eye Care Hospital,"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,533103,0883    3989000,0
315,"17.0021675, 81.7855401",Vijaya Hospital,"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )",Andhra Pradesh,East Godavari,533103,0,0
316,"17.0151123, 81.7725499",Akira Eye Hospital,"Aryapuram, Rajahmundry,",Andhra Pradesh,East Godavari,533104,0,0
317,"17.0100744, 81.7724645",Dr A V R Ananda Rao Memorial Eye Clinic,Opp Gokavaram Bus Stand Rajamundry,Andhra Pradesh,East Godavari,533104,0,0
318,,Dr Chainulus Hospitaland Anusha Critical Carecenter,"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple",Andhra Pradesh,East Godavari,533104,0,0
319,,Gangina Hospitals,"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry",Andhra Pradesh,East Godavari,533104,0,0
320,"17.0005383, 81.8040345",Kranti Nursing Home,"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Andhra Pradesh,East Godavari,533104,0,0
321,"17.0005383, 81.8040345",Royal Hospital,"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Andhra Pradesh,East Godavari,533104,0883  2446992,0
322,"17.0096947, 81.7760339",Siddhartha Orthopaedic Hospital and Polyclinic,"Devi Chowk, Rajahmundry,",Andhra Pradesh,East Godavari,533104,0883  2473603,0
323,"17.0151123, 81.7725499",Sree Latha Hospital,"# 12- 21- 4, Aryapuram, Rajahmundry",Andhra Pradesh,East Godavari,533104,0,0
324,"17.0005383, 81.8040345",Sri Ram Nursing Home,"Gowathmi Grandhalyam St., Rajahmundry",Andhra Pradesh,East Godavari,533104,2443301,0
325,"17.0005383, 81.8040345",Sri Srinivasa Orthopaedic Hospital,"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533104,0,0
326,"17.0209155, 81.7711827",Chaitanya Nursing Home,"Seethampeta, Rajahmundry",Andhra Pradesh,East Godavari,533105,2476305,0
327,,Goutami Eye Institute,"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari",Andhra Pradesh,East Godavari,533105,"0883    2443442, 2443441,",0
